5.468549013137817	nums:0
6.970539093017578	nums:0
8.746225833892822	nums:0
10.760453939437866	nums:10
13.62456488609314	nums:10
15.874202966690063	nums:11
20.70766592025757	nums:10
23.10759401321411	nums:12
25.796573877334595	nums:11
30.02006196975708	nums:11
37.93483591079712	nums:10
49.64616799354553	nums:10
55.81695580482483	nums:11
58.73387098312378	nums:11
62.53664994239807	nums:10
65.18946194648743	nums:10
67.03854203224182	nums:10
69.20579504966736	nums:9
78.33688998222351	nums:10
79.94934296607971	nums:10
82.61887788772583	nums:9
85.1991560459137	nums:8
86.99941611289978	nums:9
88.80629301071167	nums:8
91.40448784828186	nums:9
93.35898113250732	nums:9
132.77896809577942	nums:11
134.88662815093994	nums:12
138.85274291038513	nums:10
140.56935596466064	nums:10
142.33746099472046	nums:9
143.94297194480896	nums:9
145.60364198684692	nums:10
147.50058794021606	nums:10
149.1233069896698	nums:10
150.75877594947815	nums:10
152.49546074867249	nums:9
154.0700957775116	nums:8
155.9482970237732	nums:10
157.58198595046997	nums:11
159.2701609134674	nums:10
161.05696201324463	nums:10
162.85785698890686	nums:10
164.54819989204407	nums:11
166.21231317520142	nums:13
167.82673406600952	nums:13
169.3879358768463	nums:13
171.02641415596008	nums:13
172.66334104537964	nums:13
174.21557188034058	nums:12
175.76435208320618	nums:11
177.3258409500122	nums:11
178.9194188117981	nums:11
180.40354681015015	nums:10
181.98007798194885	nums:11
183.48848295211792	nums:10
184.98518991470337	nums:11
186.52889394760132	nums:10
188.08263301849365	nums:11
189.5851469039917	nums:11
191.10583996772766	nums:10
192.66407704353333	nums:11
194.25023007392883	nums:12
195.80121493339539	nums:13
197.5726339817047	nums:11
199.48137187957764	nums:10
201.06219005584717	nums:10
202.635155916214	nums:10
204.12825894355774	nums:11
205.69014286994934	nums:11
207.2571141719818	nums:10
208.86801409721375	nums:10
210.38115882873535	nums:10
211.93821215629578	nums:10
213.50575399398804	nums:12
215.06237483024597	nums:12
216.6752769947052	nums:9
218.19857001304626	nums:10
219.71289491653442	nums:12
221.23780608177185	nums:11
222.77086901664734	nums:10
224.2668080329895	nums:12
225.79546904563904	nums:11
227.3818759918213	nums:13
228.97132205963135	nums:11
230.51152396202087	nums:11
232.1218318939209	nums:11
233.7136790752411	nums:12
235.27353286743164	nums:10
236.7859971523285	nums:9
238.37220096588135	nums:9
239.85471296310425	nums:11
241.42413115501404	nums:8
244.13037300109863	nums:9
245.62546396255493	nums:9
247.15121984481812	nums:10
249.33731198310852	nums:11
250.9214699268341	nums:9
252.45498895645142	nums:9
253.97381615638733	nums:10
255.51849484443665	nums:11
257.0779640674591	nums:11
258.96679401397705	nums:9
260.58442187309265	nums:10
262.3745529651642	nums:8
263.8478820323944	nums:7
265.27525305747986	nums:7
266.7484521865845	nums:9
268.2595109939575	nums:8
269.74165201187134	nums:8
271.2193338871002	nums:8
272.76399397850037	nums:8
274.4022011756897	nums:7
275.8291871547699	nums:7
277.31833696365356	nums:8
278.86179208755493	nums:9
280.36736512184143	nums:9
281.8567988872528	nums:8
283.325199842453	nums:8
284.79753708839417	nums:9
286.2882170677185	nums:9
287.81411504745483	nums:10
289.3456869125366	nums:9
290.8724889755249	nums:8
292.3965759277344	nums:10
293.975056886673	nums:10
295.4717938899994	nums:12
297.0242819786072	nums:12
298.70439982414246	nums:10
300.21777510643005	nums:12
301.774671792984	nums:7
303.2644410133362	nums:9
304.8739788532257	nums:8
306.37544798851013	nums:9
307.88827109336853	nums:9
309.4215281009674	nums:9
310.93815088272095	nums:8
312.4942557811737	nums:9
314.06939005851746	nums:9
315.6035268306732	nums:9
317.2460129261017	nums:11
318.82589292526245	nums:11
320.63481187820435	nums:10
322.5570077896118	nums:11
324.1256377696991	nums:9
325.6666600704193	nums:11
327.29211592674255	nums:10
328.92646503448486	nums:10
330.47553300857544	nums:10
331.9959418773651	nums:10
333.58512473106384	nums:10
335.09442687034607	nums:10
336.7074501514435	nums:10
338.2359869480133	nums:11
339.7881360054016	nums:12
341.33095693588257	nums:12
342.9156639575958	nums:11
344.44959592819214	nums:11
346.00421595573425	nums:12
347.59082794189453	nums:11
349.1603467464447	nums:11
350.74680399894714	nums:12
352.3844060897827	nums:12
354.04392099380493	nums:12
355.59059619903564	nums:10
357.13642597198486	nums:11
358.7233510017395	nums:11
360.2900950908661	nums:11
361.85007214546204	nums:10
363.40837597846985	nums:10
364.9812841415405	nums:10
366.53049182891846	nums:11
368.18375182151794	nums:10
369.67947793006897	nums:11
371.23834896087646	nums:10
372.83197689056396	nums:10
374.40637493133545	nums:10
